No,Nama Perusahaan,Detail,Jenis Barang,Wilayah Pemasaran
2827,GLOBAL SURYA ELEKTRIKPerseroan Terbatas (PT)Email :dheadean@cbn.net.id,Merek Barang :High VoltageStatus :Agen Tunggal,"PTS Portable DC Hipot/Megohmmeter Series,  Unipolar Cable Fault Locator/Controlled Energy Thumper Series,. VLF-.1/05/.02/.01 Hz Portable AC Hipot /Burner Test Series,  VLF--34E 0-34kV (peak)5.0uf ma load VLF AC Hipot with multiple output frequencies, ),  LF-65E 0-65kV (peak) 10uf max load VLF AC Hipot with multiple output frequencies,. VT33 Combination VLF AC Hipot & Capacitor Discharge Unit, OCK-30 Ohm Check Neutral Resistance Tester,  PFT Portable 50/60Hz AC Hipot Series,  Aerial Lift & General AC Hipot Tester,  Portable Oil Dielectric Test Set- DTS Series, High Voltage Calibration Divider,  Custom AC HPA, AC & DC HV Test Sets, Power Packs and Transformers,, Automatic Data Logger,  Tan Delta Bridge TD-65-E-with Cable,  Radar and DadAcoustic Equipment, Power Diagnostix Equipment",Indonesia
2828,WIFGASINDO DINAMIKA INSTRUMENT ENGINEERINGPerseroan Terbatas (PT)Email :asaku.bsd@gmail.com,Merek Barang :GASENSOR TECHNOLOGYStatus :Agen Tunggal,FIRE AND GAS DETECTION PRODUCTS,Indonesia
2829,GARTALOKA BERSAMAPerseroan Terbatas (PT)Email :purchasing01@bimacorp.com,Merek Barang :PANASONICStatus :Distributor,"LED STREET LIGHT, LED PEDESTRIAN, LED LAMPU TAMAN, LED LAMPU SOROT, LED CEILING UNDERPASS, LED HIGH MAST",Indonesia
2830,SABERINDO PACIFICPerseroan Terbatas (PT)Email :purchasing@saberindo.co.id,Merek Barang :ENDRESS+HAUSERStatus :Distributor,"FLOW INSTRUMENT : Differential Pressure Cell (Electronic, Smart) - Flow Instrument, Ultrasonic Flow Meter, Coriolis/Mass Flow Meter, Magnetic Flow Meter, Vortex Flow Meter; LEVEL INTRUMENT : Automatic Tank Gauging System (ATG), Level Displacer, Differential Pressure Cell (Electronic, Smart) - Flow Instrument, Level Nuclear, Level Radar, Level Switch; PRESSURE INSTRUMENT : Pressure Switch, Pressure Transmitter; TEMPERATURE INSTRUMENT : Thermocouple, Resistance Temperature Detector (RTD), Temperature Transmitter, Thermowell, Temperature Switch, Thermoskin, Multipoint Temperature; ANALYZER INSTRUMENT : Moisture Analyzer & Meters, Hardness Analyzer, Conductivity Analyzer, Density Analyzer, Chlorine Analyzer, PH Analyzer, Chlorine Residual Analyzer; OTHER PRODUCT : Meter Readings - Moisture Meter, Metering Skid, Density Profiling, Overfill Protection System","PT. PERTAMINA PATRA NIAGA, PT. PERTAMINA HULU ENERGI DAN UNIT PEMBANGKIT LISTRIK BERIKUT PT. PLN NUSANTARA POWER UP PLTU INDRAMAYU; PT. PLN NUSANTARA POWER UP MUARA KARANG; PT. PLN NUSANTARA POWER UP MUARA TAWAR; PT PLN (PERSERO) UP3 TANJUNG PRIOK; PT. PLN RAYON PELABUHAN RATU; PT. PLN (PERSERO) UP3 CIREBON"
2831,KORIN PASIFIK INDUSTRIPerseroan Terbatas (PT)Email :raden.rusfandy@korin-pasifik.com,Merek Barang :DK-LOKStatus :Agen,"Instrument Tube Fittings & Valves, size1/16 Inci to 2 Inci: S316 Fittings, S316 Elbow Fittings, Carbon Fittings, Alloy  Fittings, Alloy Elbow Fittings, Brass Fittings, Titanium Fittings, Hastelloy Fittings, Gasket, S316 Tube Insert, Brass Tube Insert, S316 Nut, Carbon Nut, Alloy Nut, Brass Nut, Hastelloy Nut, Sleeve, Gap Gauge, Swaging Unit, S316 Quick Connectors, Brass Quick Connectors, Valves (Ball, Neddle, etc.), Check Valves, Relief Valves, Actuator, Valves Parts, Spring, Metal Hose, SS Tube.",INDONESIA
2832,MARINA BAHAGIAPerseroan Terbatas (PT)Email :ptmarinab@gmail.com,Merek Barang :VICTOR MARINEStatus :Agen Tunggal,"Oily Water Separators, Sewage treatment systems, Gas Freeing Fans and Tank Washing equipment",INDONESIA
2833,INOVASI SOLUSI INTEGRITASPerseroan Terbatas (PT)Email :ptinovasisolusiintegritas@gmail.com,Merek Barang :IP Pipeline TechnologyStatus :Agen Tunggal,"Pipeline inspection tools, including but not limited to: Above Ground Marker (AGM), Magnetic Flux Leakage (MFL), Geometry Pig (Geo / Caliper), Transverse Field Inspection (TFI), Stress Concentration Detector, Crack Detector",INDONESIA
2834,KAMPAR SYNERGI ABADIPerseroan Terbatas (PT)Email :Kampar.synergi.abadi@gmail.com,Merek Barang :PELANGI DAN NITREAStatus :Distributor,"PUPUK NPK 13.6.27.4, NPK 13.6.27.4+0,65B, NPK 12.12.17.2, NPK 16.16.16. JOS, UREA PRILL, UREA GRANULE",Diseluruh Wilayah Indonesia
2835,KHALIM KHARISMA KENCANAPerseroan Terbatas (PT)Email :khalimkharismakencana@gmail.com,Merek Barang :SicamindoStatus :Distributor,"(Damping Systems, Alrcraft Waming Devices, Hardware for Optical Groundwire), For HV-UHV Transmission Lines, Substation, Grounding Connection and Earthing for normal and high temperature conductors.",Indonesia
2836,USAHA JAYA TEKNIKPerseroan Terbatas (PT)Email :ujteknik.jkt@gmail.com,"Merek Barang :""MEPSAN""Status :Distributor",Fuel Dispensers; LPG Dispenser; Adblue Dispensers; Submersible Pumps; CNG & LNG Dispensers; Spare parts of all above products,INDONESIA
2837,SIGMA KREASI INSTRUMENTPerseroan Terbatas (PT)Email :skins@skins.co.id,Merek Barang :CaterpillarStatus :Agen,Genuine Parts,STAR ENERGY (KAKAP) LTD
2838,MATRA UNIKATAMAPerseroan Terbatas (PT)Email :matraunikatama@gmail.com,Merek Barang :NewparkStatus :Distributor,"Drilling, completion, and stimulation fluid products and additives.",Indonesia
2839,GEARINDO TIGA UTAMAPerseroan Terbatas (PT)Email :office_jkt@gearindo.co.id,Merek Barang :MITSUI-ALSTOMStatus :Agen Tunggal,Steam Turbine Generator and spare parts,1. BP BERAU LTD. 2. PT PUPUK INDONESIA
2840,NASARAL KEKAL MEDALPerseroan Terbatas (PT)Email :nasaral@cbn.net.id,Merek Barang :BUCHER MUNICIPALStatus :Distributor Tunggal,"CityCat V20, City City VS20, CityCat V20e, CityCat VS20e, C202, CityCat 5006, CityCat VR50e, Maxpowa V50, Maxpowa E35m, Maxpowa R65, Maxpowa V65e, Maxpowa V65, Maxpowa V80, Maxpowa V80 Rear Suction, Maxpowa V120, V95t aero, CF30, CF50, CF60 dan 60 plus, OF70, HAI F80, Xpowa V120, Xpowa V140, dan peralatan opsional dan suku cadang terkait",INDONESIA
2841,ANSAN ENAMEL INDONESIAPerseroan Terbatas (PT)Email :ansanenamelindonesia@gmail.com,Merek Barang :YHR TANKSStatus :Distributor,GLASS-FUSED-TO-STEEL TANKS AND ACCESSORIES.,INDONESIA
2842,KRISTA AKSIS PENTAMASPerseroan Terbatas (PT)Email :kristaaksispentamaspt@gmail.com,Merek Barang :Schneider Foxboro DCS; Schneider Triconex Safety System; Schneider Telemetry and Remote Scada SystemsStatus :Agen,Schneider Foxboro DCS; Schneider Triconex Safety System; Schneider Telemetry and Remote Scada Systems,Di seluruh wilayah Indonesia
2843,VANIA AMICITIAPerseroan Terbatas (PT)Email :vaniaamicitia_asih@yahoo.com,Merek Barang :HONEYWELLStatus :Distributor,"UNIFORMANCE PHD/UPS, INTUITION OPERATION LOGBOOK, DYNAMO M&R, CONTROL PERFORMANCE MONITOR LITE, CORROSION, PROFIT SUITE, UniSim OPERATIONS, UniSim DESIGN, SECURE MEDIA EXCHANGE, ICS SHIELD, MANAGED SECURITY SERVICES, CYBER SECURITY, EXPERION PKS HARDWARE SOFTWARE LICENSE & SERVICES, SAFETY MANAGER ,  ADVANCED PROCESS CONTROL , OPERATOR TRAINING SIMULATORS","PT PERTAMINA RU-IV CILACAP, PT PERTAMINA RU VI BALONGAN, PT KILANG PERTAMINA INTERNASIONAL/ PERTAMINA REFINERY  & PETROCHEMICAL HQ"
2844,TURBO MECHINPerseroan Terbatas (PT)Email :sales@turbo-mech.co.id,Merek Barang :HUDSONStatus :Distributor,"Hudson Tuf-Lite, Tuf-Lite II and Tuflite III fan assemblies and related fan parts which include fan blades, hub assemblie, seal disc, bushings and related hardware; Hudson Fin Fan bearings; Tip seal honeycomb material, Inlet bell sets, AP and AV fan shafting; Mechanical drive components (Sprockets bushings and belts); Shoulder plugs and plug gaskets for Hudson Fin Fan air cooled heat exchangers.",INDONESIA
2845,POWER PERDANA NUSANTARAPerseroan Terbatas (PT)Email :pperdana@powerperdana.com,Merek Barang :EXERGYStatus :Agen Tunggal,"Service For Heat Exchanger; Dry Cooler; CCCW Pumps, Drain Pumps, Hp Feed Pump, Base Plates and bolts; Filters and Accessories; Butterfly Valves and Accessories; Dump Tube; Globe Valves & Accessories; Ball Valves & Accessories; Manual Valves; Safety Valves & Accessories, Rupture disk & Accessories; Intruments; Junction box loose materials, Pneumatic loose materials; Organic Fluid; Acc tube Bundles, Acc Fans, Acc Transmission and shaft, Acc Instruments; Vacuum pump; Sight glasses; Commissioning spares; Stazione meteo; Mechanical Group; Turbine; Lube and seal oil system; Generator; Generator cooling system; Piping prefabricated ORC; Automation panels LVTMV pANELS",Indonesia
2846,NASARAL KEKAL MEDALPerseroan Terbatas (PT)Email :nasaral@cbn.net.id,Merek Barang :BUCHER MUNICIPALStatus :Distributor Tunggal,"CityCat V20, City City VS20, CityCat V20e, CityCat VS20e, C202, CityCat 5006, CityCat VR50e, Maxpowa V50, Maxpowa E35m, Maxpowa R65, Maxpowa V65e, Maxpowa V65, Maxpowa V80, Maxpowa V80 Rear Suction, Maxpowa V120, V95t aero, CF30, CF50, CF60 dan 60 plus, OF70, HAI F80, Xpowa V120, Xpowa V140, dan peralatan opsional dan suku cadang terkait",INDONESIA
2847,USAHA JAYA TEKNIKPerseroan Terbatas (PT)Email :ujteknik.jkt@gmail.com,"Merek Barang :""MEPSAN""Status :Distributor",Fuel Dispensers; LPG Dispenser; Adblue Dispensers; Submersible Pumps; CNG & LNG Dispensers; Spare parts of all above products,INDONESIA
2848,KHALIM KHARISMA KENCANAPerseroan Terbatas (PT)Email :khalimkharismakencana@gmail.com,Merek Barang :SicamindoStatus :Distributor,"(Damping Systems, Alrcraft Waming Devices, Hardware for Optical Groundwire), For HV-UHV Transmission Lines, Substation, Grounding Connection and Earthing for normal and high temperature conductors.",Indonesia
2849,TRITAMA WIRAKARSAPerseroan Terbatas (PT)Email :twk.legal@centrin.net.id,"Merek Barang :1. Transflutrin TC, 2. Demefluthrin TG, 3. Meperfluthrin TG, 4. Pyriproxyfen TG, 5. Limitor 0,5% GR, 6. Limitor 10% EC, 7.Lammer 100 CS, 8. Alpha-cypermethrin 10% EC, 9. Alpha-cypermethrin 25% WG, 10. Sentri  EWStatus :Distributor Tunggal","Pestisida Permukiman dan Rumah Tangga : 1. Transfluthrin TC, 2. Demefluthrin TG, 3. Meperfluthrin TG, 4. Pyriproxyfen TG, 5. Limitor 0,5% GR (0,5% pyriproxyfen granule), 6. Limitor 10% EC (10% pyriproxyfen EC), 7. Lammer 100 CS (10% lamda-cyhalothrin CS), 8. Alpha-cypermethrin 10% EC, 9. Alpha-cypermethrin 25% WG, 10. Sentri  EW (2% deltamethrin EW)",Seluruh indonesia
2850,TRITAMA WIRAKARSAPerseroan Terbatas (PT)Email :twk.legal@centrin.net.id,"Merek Barang :ROYAL SENTRY , ROYAL GUARDStatus :Distributor Tunggal",Kelambu Berinsektisida,SELURUH INDONESIA
2851,PRATITA PRAMA NUGRAHAPerseroan Terbatas (PT)Email :info@pratita.com,Merek Barang :INTRONStatus :Agen Tunggal,"INTROS - Magnetic rope testing (MRT) instrument, INTROS-AUTO - Magnetic rope monitoring system, INTROCON - steel cord conveyor belt scanner, INTROCOR M-150 - tank floor scanner",Indonesia
2852,TRITUSTA REKSA INERGIAPerseroan Terbatas (PT)Email :tritustareksainergia@gmail.com,Merek Barang :CRRCStatus :Distributor Tunggal,Oil Driling Motor and Linear Electric Submersible Pump(LESP),Indonesia
2853,MAKRO SENTRAL PERDANAPerseroan Terbatas (PT)Email :makro01@makro.co.id,Merek Barang :STAR CHARGEStatus :Distributor,"EV Charging type Nova System, Neptune System, Titan Series, Jupiter Series, Athena Series, Venus Series, Artemis Series, Aurora Series dan Saturn Series",INDONESIA
2854,ASWANI SAKA PRIMAPerseroan Terbatas (PT)Email :aswanisakaprima@gmail.com,Merek Barang :RINLIGHTStatus :Agen Tunggal,LED EXPLOSION PROOF LIGHT FIXTURES AND ELECTRONIC FIITINGS,Seluruh Indonesia
2855,TAHTA PUTRA PERKASAPerseroan Terbatas (PT)Email :tahta_putra@yahoo.com,Merek Barang :FARRELStatus :Agen,"Pig (Bidi Pig, Cup Pig, Foam Pig), Pig Launcher dan Pig Receiver, QOC Quick Opening Closure, Pig Signaller, Pig Trackings dan Transmitter, Repair Clamp, Wrapping Tape, HSS (Field Joint Coating), Composite Repair, Split Tee, Pekerjaan Jasa Intelligent Pig (Caliper Pig, MFL, UT, TFI, EMAT), FFS Fitness for service, Pekerjaan Hot Tap dan Stople Plug, Pekerjaan Jasa Operation dan maintenance (OM)","Pulau Sumatera dan Wilayah Kerja Pertamina EP atau PHE Regional 1 sampai Regional 5, Zona 1 sampai Zona 17"
2856,SAHABAT NUSANTARA TEKNOLOGI INOVASIPerseroan Terbatas (PT)Email :admin@santi-group.com,Merek Barang :Johnson ScreensStatus :Agen Tunggal,Oil & Gas / Hydrocarbon Processing Product Range,INDONESIA
2857,VEKTORDAYA MEKATRIKAPerseroan Terbatas (PT)Email :ga@vektor.co.id,Merek Barang :ABLEREX & VEKTOR - ABLEREXStatus :Distributor Tunggal,"Vesta Plus UPS. RS Plus UPS, RS Plus RT UPS, Kronos Plus UPS, Taurus UPS, BMS",Di Wilayah Seluruh Indonesia
2858,DYNATECH INTERNATIONALPerseroan Terbatas (PT)Email :marcel@dynatech-int.com,Merek Barang :BRUKERStatus :Distributor,"Bruker D8 Advance, Bruker D8 Discover, Bruker D8 Endeavor, Bruker D2 Phaser, Bruker N8 Horizon, Bruker Nanostar, Bruker S8 Tiger, Bruker S8 Lion, Bruker S2 Puma, Bruker S2 Polar, Bruker M4 Tornado, Bruker M6 Jetstream, Bruker S4 T-Star, Bruker D8 Quest, Bruker D8 Venture, Bruker Skyscan 1272, Bruker Skyscan 1275, Bruker Skyscan 1173, Bruker Skyscan 1174.",Indonesia
2859,PRIMA MITRA ELEKTRINDOPerseroan Terbatas (PT)Email :sales@pmeindo.com,Merek Barang :VOKSEL KABELStatus :Distributor,Kabel Listrik dan Kabel Telekomunikasi,Seluruh Wilayah Indonesia
2860,ARGO PANGESTUPerseroan Terbatas (PT)Email :argopangestu.pt@gmail.com,"Merek Barang :BLACK SHARK, HBCStatus :Agen Tunggal","Helm Pemadam (Fire Helmet), Helm Taktikal, Helm Rescue, Helm Pemadam Taktikal","Kepolisian Negara Republik Indonesia, Tentara Nasional Indonesia, Perusahaan Swasta serta Pemerintahan di Wilayah Indonesia"
2861,SAHABAT NUSANTARA TEKNOLOGI INOVASIPerseroan Terbatas (PT)Email :admin@santi-group.com,Merek Barang :Johnson ScreensStatus :Agen Tunggal,Oil & Gas / Hydrocarbon Processing Product Range,INDONESIA
2862,MAKRO SENTRAL PERDANAPerseroan Terbatas (PT)Email :makro01@makro.co.id,Merek Barang :STAR CHARGEStatus :Distributor,"EV Charging type Nova System, Neptune System, Titan Series, Jupiter Series, Athena Series, Venus Series, Artemis Series, Aurora Series dan Saturn Series",INDONESIA
2863,BORNEO EGA MEKINKAPerseroan Terbatas (PT)Email :info@borneo-egamekinka.co.id,Merek Barang :ChestertonStatus :Distributor,"Mechanical Seal dan Mechanical Packing (SD) Products , Industrial Lubricants dan MRO Chemical Products (IL MRO), ARC Products, Engineered Polymer Solutions (EPS) Products",Pulau Kalimantan dan Pulau Sulawesi
2864,MULTICRANE PERKASAPerseroan Terbatas (PT)Email :info@multicraneperkasa.com,Merek Barang :KATOStatus :Distributor,"Hydraulic Truck Cranes, Rough Terrain Cranes, All Terrain Cranes, Crawler Cranes, and Telescopic Crawler Cranes, and accessories and spare parts of the foregoing products",Indonesia
2865,KHALIM KHARISMA KENCANAPerseroan Terbatas (PT)Email :khalimkharismakencana@gmail.com,Merek Barang :PMI dan SAFTStatus :Distributor,"Sistem Pengisi Daya DC, Sistem Industri UPS, Baterai Industri, Inverter, dan Papan Distribusi AC/DC",Area Indonesia
2866,WAHANA INTI SELARASPerseroan Terbatas (PT)Email :wisel.relation@wiselgroup.indomobil.co.id,Merek Barang :Volvo TrucksStatus :Distributor,Tractor Head; Rigid Truck,Seluruh Wilayah Republik Indonesia
2867,TUNAS DIELEKTRIKA NUSANTARAPerseroan Terbatas (PT)Email :tsutarkam@tunasdielektrika.com,Merek Barang :SolucaoStatus :Distributor,"Hot Sticks ,  Insulating Protective Cover-Up, Compression Tools, Tools For Wire Cutting And Stripping, Temporary Grounding Equipment, Voltage Detector",indonesia
2868,ANSAN ENAMEL INDONESIAPerseroan Terbatas (PT)Email :ansanenamelindonesia@gmail.com,Merek Barang :CENTER ENAMELStatus :Distributor,GLASS FUSED-TO-STEEL TANKS.,INDONESIA
2869,PETROLUBE CAKRA PERSADAPerseroan Terbatas (PT)Email :dody.irawan@petrolube.co.id,"Merek Barang :Frick, Sabroe Compressors Lubrication Oil and Spare PartsStatus :Distributor",Compressors Lubrication Oil and Spare Parts,Indonesia but except the Company Company Pt Pertamina Hulu Sanga Sanga.
2870,PETROPROPerseroan Terbatas (PT)Email :michael.setio@petropro.co.id,Merek Barang :GIS-PaxStatus :Agen Tunggal,"Training and Consulting Services Software: Gis-Pax Player, PlayHouse and QwikEval Spatial",Indonesia
2871,TUNAS DIELEKTRIKA NUSANTARAPerseroan Terbatas (PT)Email :tsutarkam@tunasdielektrika.com,Merek Barang :SolucaoStatus :Distributor,"Hot Sticks ,  Insulating Protective Cover-Up, Compression Tools, Tools For Wire Cutting And Stripping, Temporary Grounding Equipment, Voltage Detector",indonesia
2872,PETROLUBE CAKRA PERSADAPerseroan Terbatas (PT)Email :dody.irawan@petrolube.co.id,"Merek Barang :Frick, Sabroe Compressors Lubrication Oil and Spare PartsStatus :Distributor",Compressors Lubrication Oil and Spare Parts,Indonesia but except the Company Company Pt Pertamina Hulu Sanga Sanga.
2873,NIIGATA TECHINDOPerseroan Terbatas (PT)Email :serayufarm@gmail.com,Merek Barang :EagleburgmannStatus :Distributor,"Diaphragm Coupling, Mechanical Seal, Compressor Seals, Expasion Joint, Packing and Gasket",PERTAMINA UP IV CILACAP
2874,ENERTEK KUANTUM INDONESIAPerseroan Terbatas (PT)Email :info@enertechq.com,Merek Barang :CORTEMStatus :Distributor,"EXPLOSSION PROOF EQUIPMENT USED IN THE OIL AND GAS INDUSTRIES : LIGHTING FIXTURES DAN FLOODLIGHT,  JUNCTION DAN TERMINAL BLOCKS, POWER DISTRIBUTION DAN CONTROL PANELS, REMOTE CONTROLS UNIT, SIGNALING EQUIPMENT, PLUGS AND SOCKET,  CONTROL AND COMMAND EQUIPMENT, CABLE GLANDS, ELEKTRICAL FITTINGS, WATERPROOF JUNCTION AND TERMINAL BOXES, ASPIRATORS",Indonesia
2875,ENERGI MAKMUR BUANAPerseroan Terbatas (PT)Email :taufik.susilo@emb.co.id,Merek Barang :ChrgeStatus :Distributor,"AC CHARGERS (EVAC036, EVAC070, EVAC110, EVAC220) DC CHARGERS (EVDC030-GXX, EVDC062-GXX, EVDC120-GXX, EVDC180-GXX)",Di Seluruh Wilayah Indonesia
2876,ARTHA INTILESTARIPerseroan Terbatas (PT)Email :dedi.arthainti@yahoo.co.id,Merek Barang :CANONStatus :Distributor,Canon Large Format  Graphic & canon Paper,DI SELURUH WILAYAH INDONESIA
2877,PETROPROPerseroan Terbatas (PT)Email :michael.setio@petropro.co.id,Merek Barang :GIS-PaxStatus :Agen Tunggal,"Software: Gis-Pax Player, PlayHouse and QwikEval Spatial",Indonesia
2878,KOTAMINYAK INTERNUSAPerseroan Terbatas (PT)Email :hrd@kotaminyak.co.id,Merek Barang :SSMStatus :Distributor,"KABEL TRAY, DAN KABEL LADDER,",WILAYAH TANGERANG DAN JAKARTA
2879,TECHNINDO INTI MAKMURPerseroan Terbatas (PT)Email :sales@technindo.com,Merek Barang :WOODWARDStatus :Agen Tunggal,Woodward Mechanical-Hydraulic Control Series; Woodward Mechanical-Hydraulic Actuator Series; Woodward Electronic Control Series,"Seluruh Kontraktor Kontrak Kerjasama Hulu Minyak dan Gas Bumi, Pertamina RU II Dumai, Pertamina RU Ill Plaju, Pertamina RU VI Balongan, Pertamina UPMS"
2880,KRESNA ADIKARSAPerseroan Terbatas (PT)Email :legal.kresnaadikarsa@gmail.com,Merek Barang :JRCStatus :Agen,"Service For : MF/HF RADIO - JSS-2150, NAVTEX- NCR-333, VHF RADIO - JHS-8005, INMARSAT-C - JUE-87, ECDIS - JAN-9201 C/N, BNWAS- JCX-161, AIS - JHS-183, RADAR JMR-5400series, JMR-7200series, JMR-9200series, ECHO SOUNDER JFE--400/700, DGPS JLR-8400-30, JLR-8600-30, DOPPLER SPEED LOG JLN-740 A/ N, JLN-741 A/ N, VDR JCY-1900, FLEET BROADBAND JUE-501, GPS COMPASS JLR-21",Indonesia
2881,DATASCRIPPerseroan Terbatas (PT)Email :info_dts@datascrip.co.id,Merek Barang :SPCStatus :Sub Distributor,Proyektor,Indonesia
2882,DATASCRIPPerseroan Terbatas (PT)Email :info_dts@datascrip.co.id,Merek Barang :SPCStatus :Sub Distributor,Chromebook,Indonesia
2883,VOLTONA INDO PERKASAPerseroan Terbatas (PT)Email :info@voltona.com,Merek Barang :FAWDEStatus :Distributor Tunggal,FAWDE DIESEL ENGINE FOR GENERATING SET,Indonesia
2884,BINTANG ANUGRAH SEHATIPerseroan Terbatas (PT)Email :admin10@bas-supply.co.id,Merek Barang :MSAStatus :Distributor,"PG 01. Supplied Air Respirator, PG 03. Eye & Face Protection Products, PG 05. Air Purifying Respirator - Gas Mask, PG 06. Industrial Head Protection, PG 08. Portable Gas Detector, PG 09. Hearing Protection, PG 010. Air Purifying Respirator - Respirators, PG 20.1. Fall Protection, PG 20.4. Latchways Fall Protection Engineering Systems & Solutions, PG 27. Self-Contaned Self Rescuers, PG 34. Thermal Imaging  Camera, PG 36. Fire Helmets",Di seluruh wilayah Indonesia
2885,MULTIKARYA ASIA PASIFIK RAYAPerseroan Terbatas (PT)Email :legal@mkapr.co.id,Merek Barang :Holland Legacy PumpStatus :Agen,Twin Screw Pumps; Double Screw Pumps; Triple Screw Pumps; Centrifugal Pumps; PCP Pumps; Spare Parts & Equipments,INDONESIA
2886,SINERGI MAHARANII SUKSESPerseroan Terbatas (PT)Email :sinergimaharani.pt@gmail.com,Merek Barang :ELSAStatus :Agen,"Peralatan Bandar Udara: Automatic Message Switching Center (AMSC), AFTN Intelligent Teleprinter, Digital Automatic Terminal Information Services (DATIS), GSM-AFTN Gateway, Aeronatutical Data Processing System (ADPS) / Integrated Aeronautical Information Services (IAIS), Aeronautical Telecommunication Network Router (ATN Router), Digital VSCS, Centralized Flight Plan, Aeronautical Message Handling System (AMHS), NTP Master Clock, Baggage Carousels, ELSA Charting Tools, ELSA Radar Data Active Splitter, Aeronautical Information Management (AIM) Internet Services, Aeronautical Information Management (AIM), VHF Aeronautical Receiver Multimode, VHF Aeronautical Transmitter Multimode, VHF Change Over Unit, VHF Remote Control Unit, Aviation Interface for IP Base VSAT Terestrial Networks, ELSA Industrial Server GN-1, ELSA Industrial Server GNX-1, Serial to Ethernet, ELSA ROIP Interface Controller, Analog Radio Interface, Multi WAN IP Router, ELSA Cavity Filter",INDONESIA
